B84718097
A78789278
A78327350
B08132516
A64067549
B83692376
B81878878
B60343076
B12630620
A85447795
B74365115
A78967577
B62707716
B85284594
A86351426
B84486620
B80412521
A78932092
B91447193
B84595628
A79089983
B66216482
B48853915
A80929490
B82538273
B85579464
B64590037
A20456976
A79054748
A28586550
A81864498
A31098064
B64389760
B83633065
B82492943
A08224826
B12650719
A79986006
B61588737
A59916627
B87234951
B63782007
B84151463
A82120601
B65318404
A62396908
B91270702
B57433112
B63446470
A61558987
B60536646
B86900057
B58864984
A79305389
B82585076
A95229274
A79447033
A80897770
B86224433
B85099828
B87089231
A08147811
A28500916
A82548066
B86326758
B95679445
B86679362
A09310475
B33490426
A28768380
B62673108
B70414354
A18413302
B17760299
B84563212
B86141264
B84492891
B83018176
A82726613
A91284240
B85749778
B80595747
B84000041
B84900141
B83198630
B39361019
B84006246
B65850836
B78097797
B83071290
B81040669
B95234183
A01052539
B48654628
A31107865
A46063418
B57333601
A59367458
B82936329
B86267432
B83444943
A83588228
A58333287
B63602346
A28246759
A43066299
B95017844
A82653213
B85329696
B87016325
A28951523
B61741898
B39376033
A82045683
B63130074
A82673542
B85777977
B81574089
B15805419
B63781975
B85823565
B82649047
B82945916
A36646685
A73831604
B33898867
B85527539
A08747388
A08621245
A83163634
A11682879
B83472381
B33929704
B61832119
B95187290
A95288221
B61125712
B84465921
B22258982
B01395698
B84078500
B57784464
A80661051
A38616579
B82642398
B87157202
B71132047
B31741887
B97864151
B84749571
B59335026
B61156956
B85128379
A83292102
B82381088
B84044205
B62202460
A80400351
B83466201
A58439167
B61562088
B83479188
B45761863
B81600702
B86562139
B85277887
B38472197
A63069660
B82740838
B86119138
B82454471
B02118875
B92790898
B64995640
B81162315
B85092484
A86405305
A91190868
B85014785
A82337981
B85416709
B66388075
B15834872
A95191300
B62205745
A81051187
B82699463
B83785261
B17565623
B65596744
B95607008
B91138768
B81519332
B78478344
B07899610
B61335691
B33064767
B60707031
B84537653
B82666892
B62996608
B35492784
A58513771
B83513705
A48119432
B84891209
B11498771
B15850647
B47545736
A58570706
B31790108
B18969188
B59150854
B29609757
A82880949
B61769626
B86680527
B91219758
B62844725
A63201735
B35307693
B85419141
B36938009
B86218609
B66162124
B47506670
B83317008
B70436720
A30047955
A78507977
B15862295
B07715873
B84278951
B82777087
B01432103
B85770816
B83381061
B83862748
B85754760
A78679040
B86258373
B63376826
A82573429
B81878597
A31152150
B18316828
B36898104
B78317062
B18483677
B36499960
B80802374
B09492794
B87142618
B12896171
A28641413
A78696648
B85573996
A58738147
B63487540
B28798775
B84345602
B81111676
B93261113
B64720782
B87008231
A82908807
A20167649
B50712157
A11039344
A15595754
B85936680
B85045029
B87297214
A82682352
B63697676
B62421805
B86692811
B62521828
B15964521
B79276481
B24208100
B82955873
B65117376
A95584835
B62151725
B26527523
B65739856
B86420668
B11324456
A80845050
A86125218
B86957420
A81874984
A60652849
A50231182
B84861244
B82096736
B98657844
B60645900
B53483038
B33824830
A63449243
B64397300
B85612950
B83108902
B84184266
A47461066
A28128254
B84954502
B86871167
B87135968
B83001370
B43548569
A59880369
B96988837
B12550877
A82661935
B85337053
B58520339
B01101732
B64977861
A95108247
B64685092
A64001217
A95066296
B84423979
B63051908
B86931649
B64363450
B41461088
B65968174
A78776465
A28162063
B97223689
B83746107
B60217874
A38238622
B17789215
A50707728
B25782053
B84681626
B84416783
B82005687
B97637151
B84527704
B62501556
B66000662
A07230816
B85707644
A81508723
B47327887
A50164920
B73696957
B84325935
B87011862
B84202704
B62131875
B85869824
B64755424
B31567803
B83245845
B57715054
B64993082
B38816328
B81402950
B50856913
A81944720
A54101977
B31549256
A58908732
B84027200
B59934513
B19520204
B83621375
B60462314
B82581133
B62492277
B91428607
B83614495
B35929660
B59383596
B61818381
A78924818
B41462375
B62614094
B32318354
B95274890
B86727161
B90107376
B62936422
A80361439
B83214643
A81727810
B99125296
A58417759
A84215441
B83848796
B64814239
B84901222
B53096749
B48446546
B83666412
B39751623
B59843920
B85201424
B98592090
A36781334
B61345146
B86414000
A58624958
B97204671
B95732087
B62257589
B64823107
B80004732
B86364080
B62959192
B07530132
B92828946
A08878118
B86232444
B58733817
B45585726
A58954231
B80158397
B83352955
B85272854
B62019716
B20481446
A82743287
B85219186
B84421320
B97423990
B65794547
B41505298
B03759735
B83494096
B61504775
B20900601
B85084697
B86156221
B62752522
B02405074
B62187463
B64499833
B84368752
B95530937
A81333841
B23592181
B99428161
B78051323
B78872173
B13422902
A80572449
B83746156
B29627510
B58569120
B81657728
B82999673
B65986465
B63065494
B62784293
B48119341
B87379343
