B86127883
A58770371
A48060149
B81083859
B64614951
A38033494
B43337492
B55174908
B61218418
B35438076
B09202136
B79480901
A82465360
B83323824
B45578523
A07098395
B35431048
B22378459
B31494578
B07930803
B65771107
B73083446
B07028038
B38396453
B66107863
B35281005
B26489211
B38625935
B17895426
B39032511
B60263944
B63563001
A35233691
B29004397
B12840229
B65799082
B41390535
B85084036
B07263775
A28302925
B25435918
B93433365
B47462015
B03035854
A08273286
B86702768
B39806955
B07670763
B07921885
B82902875
A17225996
B28196830
B28107746
B55123079
B35453471
A29018249
B65886194
B07704893
A63766018
B11413184
B07195761
B55230155
B95642419
A07020514
B85873743
A28186609
A29037512
B17949124
B07131568
B76187400
B61809307
B62102306
B57729352
A35010792
B65916959
A17122375
A81457319
A07024995
B70390604
A07030026
B28963643
B64337736
B76151968
B55174890
B57245425
B05185947
A50003417
B61498499
B35262609
A78955424
B65916439
A97180301
B11280237
B21288386
B57921363
B95007472
B82818675
A08365413
B87101200
B35833607
A07036205
B07997315
B81285322
A83448787
B50030303
B14932255
B65997579
B11455847
B57291437
B83433508
B11743242
B20373965
B25713256
B43864404
B85583995
B13195144
B35311307
B61374252
B31250400
B62119037
A48104376
B74347667
B43702091
B91752766
B28549319
A35103738
A58341231
B80099542
A28851541
A83717496
B63922512
B62596408
A38063251
B61945119
A08743288
A07218159
B50874742
B39408414
A58440769
B63264915
B66059205
B57100281
B38396933
B92930452
B65526238
B92105139
A58105222
B98381106
B80343890
B11491313
A01280577
B62132337
B35623859
B21494828
A28401164
B48964241
B38052023
A11950219
B87167888
B13265756
B63118012
B47693890
B29558095
B66542119
B65801367
A35372648
A07101256
B17608829
B57045494
B57593360
B64457955
B99284598
B15958804
B43629591
B57838625
A38777827
A42015578
A08435539
B07152234
B84272061
B80735095
B28734549
B83447508
A07010176
B47599279
B35920073
A17020645
B82576687
B65270647
B53880985
A17040254
B07023872
B35771138
B50046564
B12208336
B49159429
B20699146
B98405897
B15025497
B91779520
B24200081
B07075609
B29762937
B07010713
B58538927
B18864470
A61691739
B58780495
B21466529
B93293827
B07513500
A31005275
A20080834
B71103691
A19025576
B55143218
B64716269
B78146248
B31096399
B35073311
B96654199
B07910177
B33658725
B58742057
A15126360
A50050459
A24035776
B57851909
B66176728
B63790893
B21046727
B64161201
B91440206
B11508132
B61348256
B63562599
B11863834
A35103746
B98385909
B86107406
B57261257
A38065884
B58121021
B06458715
B74256439
A39072632
B03855897
B63465793
B87381067
B92075639
B50859305
B03971710
B73252769
B57213159
B43590272
B92094994
B19505981
B83983262
B21438205
B07026701
A17166257
A08504631
B38301339
A28974020
A48040034
B93160604
A38050092
B80129182
B63697361
B83906552
A35073105
B48994974
B55186787
B62130695
B57456170
A08097669
B19506310
B07252315
A07008543
B59381194
B81702144
B45499266
B91442202
A38434411
A45007317
B18811364
B57687964
A57220147
B18703918
B91992941
B73215451
B55174874
B63964951
B43811645
B07617244
B54421953
B57701898
B35928647
B35754936
B86925674
B38342648
A07015597
B65421653
B73417313
A28970986
B84363704
B61186144
B55199962
B98402019
B39590922
A73289555
B24478372
B11964830
B64969199
A83956136
B55123301
B33949074
A78064300
B12700142
B83189043
A35247220
B73547531
B63191720
B57071441
B95629820
B81699555
B10327310
B57928400
B17202292
B85294650
B03986940
B83447532
B07141096
B91752774
A17051855
B65425340
B55180517
B54257480
B36641892
B35817980
A36616654
A08264269
B99186108
B73640112
B65851891
A38053773
B86050465
A24019499
B35317494
A35084284
B11514577
B27186568
B80891583
B04329330
B86499878
B57237745
B07988587
A17132424
B65820961
B66176561
A80122195
B86786928
B54558200
A78995867
A31038235
B11958691
B86565793
B54754650
B35706878
B63250633
B86750601
B25683103
B39450176
A07092760
B17677139
B04333969
B76534742
B57108177
B02257889
B15363831
A58133851
B87062220
B07137250
B35808690
B65886202
A35137512
B17005794
A39227863
B54416656
B45391182
B12848289
B47594478
B18551226
B17647900
A08206005
B35463785
B57694390
A33892399
B31620594
B65573362
A17230541
B81669426
B95391397
B62094685
B36661445
B94111366
B70462346
B65983660
B17099805
B62371596
B51002111
B57327439
B17110461
B07516651
B96625322
A07033491
B23392509
B39326335
B57868085
B61418141
A35099092
A12019444
B87070967
B65811457
B65204901
B28178838
B45507803
B76064401
B86357738
A38202859
A28622017
B19302058
B75123893
B60711876
B65096992
B54693676
B99209223
B33091083
B33499856
B66408931
B17011032
A24030512
B15126998
A59875864
A60890043
B76082262
B85835882
B58803057
B36331189
B57857062
A80127137
A28042224
B57894149
A43036219
B57042186
B38963484
B07575467
B38661013
B93361525
B74181256
B63204390
B86653284
B99176166
A07292113
B62180187
B91175885
B39541784
B80643596
A28071777
B95673893
B08757387
A07214323
B97704555
B82483033
B35560192
B61979779
B20468971
B07754781
A11491149
B08241671
B87171740
A20030011
B91957415
A78605540
A29005097
B39675947
B62003561
B64189657
B43504166
B21297965
B85211274
B91647750
B41507070
B31881469
A82371477
B12816716
B57698169
B94050283
B11539434
A46345294
B64244817
B92712421
B66098401
B18615534
B63225882
B87000220
B95007480
A07407026
B25300534
A42186429
B63443493
A02113397
A28529394
B81740425
A38453395
B65458226
B57080483
B54716329
B17298829
B65983751
B65374811
B41600560
B25747718
B84323229
B26511527
B57882532
B57573230
A38005716
B73432775
A53273066
B09353483
B57873036
B84942648
A09004086
B87238135
B83623009
B35916634
B04746863
B96897376
A58490327
B86157203
B98627904
B92023621
B45592169
B55004436
A36053098
B24332884
B11597440
B57827255
B53407813
B11373883
B98093164
B22267371
B58241167
B35428275
A24004574
B07790512
B54480314
B85628717
A48214514
B80959836
B81231524
B93163327
B38521084
B18376343
A86069465
A17410820
B57076580
B91967562
A59084368
B38353793
B11533262
B43351360
B11298742
B35060342
B15967110
B81228231
B66474982
B83269241
B92101328
B95609541
B29005949
B03702065
B87334983
B91999672
B39808027
B31702053
B17891920
B06679674
B34258087
B63238851
B07266729
B54757950
B16112005
B34267435
B27468834
B46443909
A78789708
B08854960
B65163941
B98433477
B75056218
B86610904
B39778626
B99255721
B80790215
B62461256
B86960861
B84663731
B60518396
B55220081
A54648647
B07884745
B87078911
B99055162
B08938029
B98099336
B57047607
B85184737
B78009305
B57613796
B83606533
B64301708
B83027961
B30543243
B65696114
A15043680
B29825833
B07900863
A11004017
B64093610
B29812567
B59809145
A82234113
B75126458
B07024649
A07028772
B57489015
B62603857
B82627563
B86106275
B72174279
B72085293
B62798681
B43990274
B49170343
A09048869
B30571376
B18887323
B95629853
A07163611
B45589215
B31433675
B02294841
B30635163
B63036834
B38945382
A03026697
B65211773
B07815244
B64821531
A31624190
B64120165
B72185531
B85817815
B12446068
A58191800
B65886186
B25788027
B50709641
B13102371
B86653565
A28191088
B93328482
B53321386
A80952849
B62263876
B79594073
B84251669
A12560991
B74389727
B70003090
B03732195
B35815083
B93063667
B76601970
B30841951
B35613009
B07806029
B19537687
B63952295
B41519604
B38038725
A40004616
B03022704
B98442197
B66326455
B65924862
B27780188
B45526241
B73446429
B20970778
B85405801
B41146606
B07850118
B57114449
A63852099
B79066205
B82863267
A08951816
B86881927
A43017011
A43028786
B45264884
B78305489
A07060502
B78750361
B43745942
A07019615
A29719630
B86241122
A84087006
A29390689
B63375216
B17016742
B18677922
B57835449
B54242268
B80310048
B16200461
B38379681
B63742894
B57814055
B38775342
A22188361
B57483141
B38555934
B85563161
B53844734
B34230557
B62555230
B65629347
B90023912
B55572416
B62843487
B09325085
B35107291
B07128747
B86133782
B80725344
B90039751
B82318098
A58092412
B86162690
B92210749
B57107971
B63629539
B63420525
B65952509
A64624521
A03285848
A43053768
A17133737
B34155515
A58315458
B64555881
B08152472
B20608071
B91036921
B25704933
B17369026
B04748943
B62121843
B35607597
B25543273
B73179335
B80271018
B80232572
B39792999
B86152691
B07683857
B14921647
B61254017
B54519020
B36392132
B85103968
B15204589
A62713987
B80258379
A07016074
B65865420
B11660792
B43453448
B03511722
B65658486
B86727468
A08237935
B65232514
A29901568
B60094893
B39750468
B84395508
B56023112
B06353189
B93135952
B26261271
B23416936
B07007180
A46422556
B86002185
B53087573
B38460358
B38478319
B09313305
A08094450
B45382884
B72239650
B86952280
B84848258
B43393784
B43232420
B86593621
A31000391
B79833265
B03745130
B07607724
B17900622
B11572625
B35562990
B70108931
B72181803
B76183789
B24323024
B20929709
B66067406
B54840111
B96371257
A07024151
B65952442
B27350859
B31767833
B57835431
B17007857
B82643487
B17444597
A44031367
B97414650
B85832335
B14834725
B86794526
A23314545
B18899435
B27449388
A07154933
B54847702
B20179420
A08651895
A17136482
B46583944
B54477732
B29670494
B04369963
B43529262
B95292041
B66047689
B14911374
B91611723
B73863607
B93328805
B57358947
B65568826
B30867535
B24522278
B96891056
B90142555
B53194684
A08087983
B35404029
B15866981
B57773590
B35039486
B80500747
B62285994
B30887616
B45619715
B53404539
B20929907
B27731751
A78107190
B39796206
B57660862
B86268638
B71063374
B31204118
B26072231
A78043130
B62417829
B45469434
A19010917
B91567693
B27807833
B61802377
B66245432
B90100991
B58302639
A30056071
B85531515
A58691221
B65132128
B14857726
B98577539
B72288624
B57427759
B39039375
A07714207
B39440557
B58661463
B07614373
B63452015
B26393686
B08231581
B57404089
B92354117
B03907367
B54675012
A79980132
B07873698
B41048224
A58377052
B15840259
A35457258
B09507617
B61809265
A07022999
B10184950
B99148082
B95608683
A80762602
B23275720
B07959240
B64337827
A43125160
B81395915
B35338375
B43658137
B87068169
B83507665
B54842547
B39541768
B83386185
B83649624
B76219104
A07020753
B27313873
B07722846
B06121255
B17088980
B10264778
B97795637
B74329319
B38380739
B35590736
B28379311
B66384843
B76158401
B38036901
B76563741
B23754039
B85462315
B87046363
B66038548
B92682814
B98190556
B95128567
B66240615
B82974478
B53644092
B95767091
B87327854
B45671351
B64043318
A48018758
B65730681
B28379303
B43740810
B61657490
B62264221
B31541931
B07686173
B53145546
B48153852
A08264640
B98160542
B64406515
B57096414
B82532342
B47076872
B85513950
B35445964
B63330310
B10249340
A07011067
B35309491
B39661574
A08686446
B57873481
B90168493
A46063731
B62575550
B87130795
B60661907
A78076874
A28117786
B59868307
B76009588
B20368650
B07710734
B08929168
B93160141
B85162576
B57599094
B74322157
B86520301
B07071822
A91873661
B86238300
B87012613
B94101011
B64502263
B65807455
B82074949
B36899136
A07089592
B86976560
B54702220
B55048870
B57794364
B09564840
B81584955
B86267879
B95530903
B93210474
B07253990
A78558475
B39695135
B78430600
B07625635
A60064573
B20602645
B74208166
B63141725
B08318990
B95429528
B07515265
B65906224
B98363161
B06599195
B93315612
B25031568
A23010184
B36932309
B38061289
A78439106
A17098666
B21009303
B38035366
B35409093
A04055745
B66220567
B25478140
B05185525
A61069399
B74089681
A58496050
B08815904
B91548370
B66180407
B82602137
B64966443
B13346333
B29273158
B17246612
B76668490
B85833523
B76061639
B04824793
B38676805
B17965682
B07443591
B63538995
B83183145
B65656753
B52034014
B11445004
B48852081
B26297143
B38340311
B80965858
B83848168
B80572159
A03197720
B09425059
B64847585
B39354600
B72002074
B79066023
B82629072
B04647301
B17839606
B95676441
B48942585
B59329714
B15879687
A28290377
A09091885
B38617221
B02100923
B83149781
B15320187
B99414336
A50820539
B39333737
B09524349
B57853020
B79403192
A17007550
A07283781
B23754021
B81488108
B17039801
B82943507
B20705000
B53661237
B32418584
B57762973
B57546459
A07962079
B35687037
B54745476
B63365001
A35020874
B70444393
B41235730
B07729007
B84546423
B55091250
A08139859
B85480002
B60171337
B94094661
A78458742
B55190334
B29786084
B17730359
A28129500
B82171596
A22304646
B78073830
A09354630
A79568903
A50128487
B98559156
B96127840
B82988825
B87091013
A35149244
B92486695
B25590761
B61082657
B36599504
B66395500
B86355336
A46052981
B73894875
B54775457
B57310195
B54654256
B10390391
B65549370
B50880194
B03028784
B06647101
B17070939
B62428586
B94054335
B98542996
A07412281
B39791264
A10241354
A04002416
B38387411
B80948425
B04129557
B57483604
B91429795
B85433357
B86194644
B07126881
B95767141
B65256877
B86505674
B72233414
A28180214
B98569593
B80322316
B76155746
B63465777
B03803780
B26353524
B74306259
B63003586
B53666178
B07174089
B38287215
B61896676
B07027667
B66111212
B45731619
B54546197
B93137560
B86014107
B83671156
B63180814
B66458183
B03481660
A28101533
B64897168
B03409299
B12070140
B39032529
B29552015
B87331302
B96775804
B57044745
A83578328
B11479631
A78599495
B98163751
B55099709
B06400337
B82769357
A35005628
B38051637
B60377991
B92138890
B07594559
B72061765
B29505393
B61848958
B38903803
B12714010
B96464748
A58236076
B84384825
B92410075
B54532650
B86471513
B87244158
B98284649
B07815509
B29623923
B51002251
B38065397
B81467045
B82399460
B07867344
B41077439
B86366770
B38071155
B86742277
B30896617
B25582867
B76668193
B17156076
A07143134
A38006631
A78039658
B82474735
A03034295
B53901617
B80349707
A35536952
B19586510
B60759370
B23374150
B38757324
A38020400
B57797482
B96931654
B63893259
A90215351
B53072245
A17017369
B54364187
B99107484
A83452730
B92559426
B85559235
B87230074
B81668477
B47458161
B15263254
B58848953
A33554148
B64696693
B15910839
B07994015
B38078796
A58352006
B97457220
B38389417
B96266390
B65006082
B50827716
B99196636
B86388774
B93395564
B70307590
B24555443
B12598223
B95131165
B21541388
B12938254
B51030948
B86400678
B63346100
B95298683
B82451279
B92993245
B98228299
B60479938
B73881047
B57722373
B12365870
B97616221
B18319749
B06205819
B70336284
B65665481
B54644091
B05172994
B84405778
B83269639
A07017239
B86334687
B87012340
B83974287
A03462272
B33985110
A41147273
B84068972
B83661876
A07215130
B06460224
B76010032
B30604854
B46339453
B04264230
B33668260
B11887312
B30764849
B14918866
B43612787
B98431604
B99441081
B97431159
A28654432
A41028325
A60049988
B82751678
B65831927
A44022747
B85574366
B71232318
B38751913
B65520447
A17069378
A38005153
B83534735
A50477256
B39725338
B17249491
A38078325
B92962166
B29713310
B60607306
A04247995
B33220146
B17095423
A17098286
B98459902
B35722370
B55076210
B55138770
A33645482
B83779579
A82201922
B33857137
B93211134
B57443988
B25249384
B50830249
B84293869
A18017228
B86584182
B38200317
B93234151
B84520873
B72172257
B59846089
B63455703
B30122097
B93011625
B20597159
B76189083
B65703068
B15635634
A78448982
B87375408
B43053008
B75103101
B39715263
B57657702
B33501362
B11201787
B44006054
B74371584
B85498111
B93088557
B15865975
B57189110
B07781628
A50077429
B53593240
B38953071
B54828595
B86935038
B45651023
A04113791
B76207778
B86872140
B25218611
B57530404
B24416034
A58316399
B65793416
B61434718
B96126784
B18357160
B57882151
B36058212
B07881162
A08156723
B54091855
B57645160
B15964745
B17631706
B60758695
B54668348
B83931758
B17597121
B15357387
B14947170
B73387219
A46589446
B18885699
B57784423
B33860610
B17994112
B24681777
B17011925
B30238984
B92994763
B20897021
B62252853
B04340394
B07778327
B36806289
B97950927
B20564563
A07221419
B01374644
A78399086
B14015143
B85567881
B92693886
B83901546
B60234374
B57507055
B29594587
B86287109
B46974911
B53735882
B07757537
B57116741
B35743210
B62149158
A80696230
A93025534
B07696677
B78146255
B57926610
B98652167
B14400261
B65189326
B57729527
B03306636
B82999822
B60175486
B35593110
A08358970
B45739612
A28860419
B60887379
A80991714
B91540682
B20343505
B66213893
B04750675
B95248571
B98067754
B62976063
B27116342
B39335773
B82716390
B17308198
B18525907
B76232610
B93417780
B55191605
B81364101
A31156698
A81230575
A45008182
B02465250
B39515697
B66458100
B54764378
B98104326
B09287756
B03926433
B99220980
A28077022
B60996022
B31176357
B16250417
A38007738
B96966965
B76214121
B35763697
B33689670
B97537815
B54718689
B57363228
B91686501
B58680091
B92411990
A38104022
A43017938
B79995205
B30101992
B57649105
A28219715
B86718392
B90077512
B38624177
B97996136
B60716438
B86847498
B93360550
B86822483
B04408761
B98196157
B54462213
B93214906
B57170813
B96521463
B66612334
B31851793
A38354189
B11342284
B81611899
B70251160
B39515630
B63766554
B33916214
A36606374
B23295645
B91854406
A78390283
B85800159
B92014281
B50509462
A07054083
B87261129
B62423173
B41388976
B57849598
B61652020
A39034921
B82154634
B86873122
B08904062
B84190933
B07802069
B80964992
B86571684
B98277692
B81055162
B86762838
B66525304
B92798891
B62632328
B55022875
B03776663
B93426419
B96998687
B31492382
B20577458
B86923232
B04435657
B93317154
B83622027
B62721006
B57379646
B04298857
B08516973
A04426680
A28116523
A07235211
B64554744
A28013829
B41942301
B43455294
B64795545
A40016685
B35779685
B82691429
B57845414
B24656548
B96992649
B04373486
B41495946
B58276619
B65716326
B38810347
B48800817
B07082258
B11076320
B35079375
A82248436
A58310319
B43237924
B66066499
B46185021
B65578940
B17678699
A20034856
B11565751
B57078651
B11810843
B53440061
B65771446
B55188528
B03421617
B63556039
B81150765
B75104430
B76193978
B39333729
B41028341
B92295203
B83519165
A17306861
B98515083
B91777565
B99398711
A30611826
B54808167
B19302983
B35391655
B07222862
B92294503
B86778180
B03413762
B57525388
B39433289
B08796591
B90158478
B50773951
B57895542
B57640062
B63589451
B98555915
B60876422
B64144355
B90114646
B53446795
B73387367
B75042002
B65428948
B76143965
B57827453
B20121141
B64698459
B54886023
B57549867
B85731982
B43668151
B96969001
B90149923
B84316579
B99077844
B80967326
B43900406
B17332404
B71077614
B57823528
B32455388
B60834694
B39587233
B45273240
B98013220
B57113086
B61992061
B57634503
B17880782
B03995925
B57760050
A38007621
B57659195
B35714781
B57283707
B57860793
B70271556
B93005437
A36012904
B86744596
B22268635
A41003849
B54670005
B05165899
B50077536
B86772613
B18615955
B95257200
A09033481
A78344645
B15638380
B63470371
B19594100
B29760907
B96981311
B76207224
B14589428
B26436907
B82391905
B61973020
B93159838
B91337766
B03730371
B41623521
B46173183
A03089463
B91641605
A58347014
B17104753
B36995868
B01538214
B18887331
B76025329
B75037432
B85528404
B57833865
B60247681
A82042516
B61438818
B17740762
B16131104
B18755660
B61708699
B35445121
B12013405
B11460920
B87248316
B60882628
B86041829
B55186233
B17933797
B74204314
B03035482
B87340287
B15518350
B35460054
B07801426
B63267439
A38069357
B17226580
A82433996
B91086272
B60390200
A58179425
A46043501
B81878837
B80670060
B07807415
B57377905
B73153538
B21295001
B26376715
B64239254
B07566730
B65171050
B35066646
B17492711
B57187866
B07734825
B63465819
B95677142
B64202690
A35221621
B37334034
B57479743
B92923192
B81699746
B02067528
B57841959
B10142180
B33552167
B75099051
B87208286
B45221835
B93320984
B20676318
B62961735
B35496587
B12449542
B19574227
B57787129
B16250789
B98458805
B85275279
B76647551
B64416654
A78032570
B35568989
B63667059
A78947207
B57199101
B46938189
B22110456
B63583405
B57544579
B92395623
B30488811
B12286258
B35458215
B07668403
B03122728
B82667999
B07606940
B98613318
A50338938
B85734945
B72155609
B35657659
B99350894
B07612005
B91445296
B60065190
B99347916
B91708362
A35085661
B71029599
B60453040
A61680104
B93100030
B86622255
B26443200
B87263026
A31258387
B54668298
B63509384
B11375623
B53014387
B65205577
B18320861
B82886144
B23744444
B03143559
B66460809
B38066742
B85092724
A17161241
B57806457
B33435363
B19558915
B40259103
B85182822
B48836118
B86617321
B17248279
B86271798
B11539319
B17807025
B92296623
B17543869
B85315810
A78078524
B15494099
B32383788
B20137089
B36847432
B49210743
B53494217
A17023805
B20881801
B92105865
B32017659
B98727837
B18438242
B53043048
B87025342
B44244200
B82841610
B03431483
B66244237
B95768701
B18516443
B98420672
B91062927
B92328129
B79176590
B43095736
B86970902
B87065033
B17239799
A18072348
B35879410
B53109062
B39612833
B65781585
B46584868
B24366502
A07018815
B82232158
B25689076
B39048749
B87158432
A82097270
B35205939
B81426991
B86631025
A81536476
A08283061
A08702490
B64486277
B70420567
B12082640
B11367612
B57160152
B81321473
B20973103
B93234573
B55241947
B62786892
B35369347
A78544897
B84554773
B96225305
B03183845
A79109427
B99306144
B64137268
B84622828
B86069820
B63425888
A79222683
B78496759
A59678342
B60518370
B39721774
B76063759
B95085288
B53287033
B86811437
B06354518
B92341858
B76078971
B85556736
B35046242
B62538210
B37064110
B15422983
A41351644
B82184110
B17656042
B11001872
B48956288
B64107766
B92648260
B74318171
B60746708
B06666507
B43705458
B87258810
A03143674
B04744561
B17701384
B57891566
B91221580
B57254914
A26004390
B66542101
B64563869
B80193428
B40029860
A20321089
